docID, likelihood 
1021, -591.1677879277 
1022, -567.6144911225 
1023, -699.5729254244 
1024, -851.4964692085 
1025, -721.3979331417 
1026, -680.2901619482 
1027, -790.7030031470 
1028, -688.7122001361 
1029, -868.4097391841 
1030, -996.8540184083 
1031, -813.3728642314 
1032, -1035.8459706171 
1033, -707.7596762747 
1034, -651.7566282982 
1035, -908.9768799121 
1036, -712.5770312743 
1037, -683.3201287298 
1038, -715.1342524845 
1039, -646.3622624725 
1040, -805.2621416480 
1041, -1103.6156890290 
1042, -860.7661555850 
1043, -717.5799001014 
1044, -1158.5476779399 
1045, -854.4316621556 
1046, -883.2494505670 
1047, -723.7483635846 
1048, -1206.1064072937 
1049, -1287.9053363667 
1050, -936.2046943522 
1051, -895.1445276478 
1052, -1006.1346078361 
1053, -1174.8870500125 
1054, -744.2136264933 
1055, -622.0908066800 
1056, -675.4492655476 
1057, -838.1158241014 
1058, -1009.2328152327 
1059, -1247.0050407269 
1060, -1062.1891545719 
1061, -760.7878066947 
1062, -983.5604563485 
1063, -749.3642067609 
1064, -765.2124731214 
1065, -616.0829828871 
1066, -713.5677600377 
1067, -634.1215309815 
1068, -676.5521309531 
1069, -791.6157909713 
1070, -751.4492547012 
1071, -844.6292188494 
1072, -735.7799761189 
1073, -1088.5905717706 
1074, -830.9924919295 
1075, -1044.3711242943 
1076, -1028.1806081799 
1077, -726.4509846025 
1078, -712.8750047951 
1079, -556.1006041951 
1080, -816.3907407298 
1081, -891.1463645695 
1082, -798.7349829661 
1083, -875.3999978573 
1084, -1089.4896451540 
1085, -910.7931310485 
1086, -1086.7320696327 
1087, -746.6700449776 
1088, -919.1255502642 
1089, -893.5400090964 
1090, -669.1992861652 
1091, -785.1727836586 
1092, -947.2497410490 
1093, -918.3703804323 
1094, -948.5159455122 
1095, -1040.4027252256 
1096, -619.5747179981 
1097, -947.3167520447 
1098, -928.2790807223 
1099, -907.3303299122 
1100, -841.5147584341 
1101, -707.2492487190 
1102, -770.5712458594 
1103, -906.6036239267 
1104, -975.1673561541 
1105, -597.6550557944 
1106, -574.7956830966 
1107, -704.0673734978 
1108, -669.1439466248 
1109, -564.1817603953 
1110, -665.4973638310 
1111, -565.1231207815 
1112, -689.3077474145 
1113, -567.8100117285 
1114, -458.6107197605 
1115, -652.3007367619 
1116, -648.6980679084 
1117, -742.1349650651 
1118, -582.8379140963 
1119, -565.5788340785 
1120, -731.0937352923 
1121, -747.8675851456 
1122, -787.9888678211 
1123, -555.9385709461 
1124, -587.4566343753 
1125, -651.2063028506 
1126, -463.5447642781 
1127, -460.2258766519 
1128, -630.6516077678 
1129, -627.6390124803 
1130, -585.1011732262 
1131, -482.5031595288 
1132, -508.0786289091 
1133, -716.3485995266 
1134, -776.6674590917 
1135, -760.9777601968 
1136, -770.8618063151 
1137, -671.8795139722 
1138, -749.8289094183 
1139, -766.7913626746 
1140, -640.8384925488 
1141, -814.4766771749 
1142, -691.1435301485 
1143, -598.7753761823 
1144, -756.8235102456 
1145, -561.8675187678 
1146, -591.1801967116 
1147, -1117.0561879003 
1148, -954.9227712267 
1149, -716.3772468584 
1150, -1009.8593060776 
1151, -1264.7309448409 
1152, -693.0344249393 
1153, -701.7038060799 
1154, -684.5456584411 
1155, -766.3830772354 
1156, -596.5795879807 
1157, -861.5074859589 
1158, -690.3628880138 
1159, -498.6860999399 
1160, -563.3365482037 
1161, -897.9514238322 
1162, -760.2582083402 
1163, -1025.1112496661 
1164, -841.3281133727 
1165, -1023.6473086803 
1166, -629.0231608069 
1167, -1037.1415760029 
1168, -861.3254011846 
1169, -897.4649839341 
1170, -960.7935080535 
1171, -446.8198815946 
1172, -1035.7250930720 
1173, -801.4450250137 
1174, -1069.9866937669 
1175, -994.7568294103 
1176, -988.6945313127 
1177, -734.8797019273 
1178, -920.0477313188 
1179, -544.5756086865 
1180, -563.8749412060 
1181, -925.5167190764 
1182, -1046.5750872221 
1183, -686.0087668183 
1184, -774.6283769987 
1185, -734.0667993023 
1186, -971.3033252002 
1187, -572.6645731092 
1188, -674.6521757534 
1189, -917.7362437435 
1190, -1037.6877833839 
1191, -882.9885390584 
1192, -828.5344761689 
1193, -792.4784631098 
1194, -640.9611691067 
1195, -500.9702327699 
1196, -671.1765330547 
1197, -848.0126119344 
1198, -702.9758924313 
1199, -640.8663221133 
1200, -755.5728262197 
1201, -591.2286495692 
1202, -498.9941494173 
1203, -537.8800918639 
1204, -590.1502349948 
1205, -689.8429205615 
1206, -712.4242438624 
1207, -512.4380412705 
1208, -563.8170556334 
1209, -607.9946015079 
1210, -617.4320821431 
1211, -594.0985478068 
1212, -727.2738889627 
1213, -773.3072717302 
1214, -593.0475181319 
1215, -541.4173447640 
1216, -718.5443503892 
1217, -778.6945463562 
1218, -931.3141265399 
1219, -719.6238022331 
1220, -873.0219980331 
1221, -772.8826359718 
1222, -674.9683784419 
1223, -714.9013992359 
1224, -494.4971291139 
1225, -998.8708236871 
1226, -850.8286918774 
1227, -609.9054077407 
1228, -841.1502454574 
1229, -532.0063650828 
1230, -504.7694983949 
1231, -535.7415259215 
1232, -527.6228897120 
1233, -538.2304824208 
1234, -588.2532090268 
