0 0.0182237706 0 0.4295964707 0.5505524125 0 0.0016273462 0 0 0 
0 0 0 0.1315976228 0.8684023772 0 0 0 0 0 
0 0 0 0.0878149315 0.9121850685 0 0 0 0 0 
0 0 0 0 1.0000000000 0 0 0 0 0 
0 0 0 0 1.0000000000 0 0 0 0 0 
0 0 0 0 1.0000000000 0 0 0 0 0 
0 0 0 0 1.0000000000 0 0 0 0 0 
0 0 0 0 1.0000000000 0 0 0 0 0 
0 0 0 0.0117764506 0.9882235494 0 0 0 0 0 
0 0 0 0 1.0000000000 0 0 0 0 0 
0 0 0.1975236600 0 0.8024763400 0 0 0 0 0 
0 0 0 0 1.0000000000 0 0 0 0 0 
0 0 0 0.0112352253 0.9887647747 0 0 0 0 0 
0 0 0.2947990851 0 0.7052009149 0 0 0 0 0 
0 0 0.6977795513 0 0.3022204487 0 0 0 0 0 
0 0 0.0751946151 0 0.9248053849 0 0 0 0 0 
0 0 0.2814314848 0 0 0 0 0 0.7185685152 0 
0 0 0.4474325752 0 0 0 0 0 0.5525674248 0 
0 0 0 0 1.0000000000 0 0 0 0 0 
0 0 0.3387794996 0 0.6612205004 0 0 0 0 0 
0 0 0.6908599689 0 0.3091400311 0 0 0 0 0 
0 0 0.9770512476 0 0.0229487524 0 0 0 0 0 
0 0 0.8459136921 0 0 0 0 0 0.1540863079 0 
0.0019848226 0 0.5914226301 0 0.0034177001 0 0.4031748472 0 0 0 
0.0010705280 0 0.3163092527 0.1858846082 0.4967356111 0 0 0 0 0 
0 0 0 1.0000000000 0 0 0 0 0 0 
0 0 0 1.0000000000 0 0 0 0 0 0 
0 0 1.0000000000 0 0 0 0 0 0 0 
0 0 1.0000000000 0 0 0 0 0 0 0 
0 0 0.9946512190 0 0.0053487810 0 0 0 0 0 
0 0 0.9862047616 0 0 0 0 0 0.0137952384 0 
0.2513398156 0 0.0132139775 0.1372400683 0.4961026744 0 0.0017811812 0 0.1003222829 0 
0 0 0 0.9812659586 0.0187340414 0 0 0 0 0 
0 0 0.0314039713 0.5034379285 0.3570265412 0 0 0 0 0.1081315589 
0 0 0 0.8030478502 0.1969521498 0 0 0 0 0 
0 0 0.9235747679 0.0364151878 0.0400100443 0 0 0 0 0 
0.1116620811 0 0.0026850963 0 0.8650340624 0 0 0 0.0206187602 0 
0.3611161247 0 0.5253703927 0 0 0 0 0 0.1135134826 0 
0 0 0 0.7149098426 0.0554020382 0 0 0 0 0.2296881192 
0.0073470043 0 0.6108722560 0 0 0 0 0 0.3817807397 0 
0 0 0.7746330360 0.0331993530 0.1921676110 0 0 0 0 0 
0 0 0 0 0 0 0 0 1.0000000000 0 
0 0 0.0281318502 0 0 0 0 0 0.9718681498 0 
0 0 0 0.7830492220 0.2132725401 0.0036782379 0 0 0 0 
0 0 0.8324643464 0 0 0 0 0 0.1675356536 0 
0 0 0.2529848995 0 0 0 0 0 0.7470151005 0 
0 0 0.4705271466 0 0 0 0 0 0.5294728534 0 
0 0 0.5114452565 0 0.4885547435 0 0 0 0 0 
0 0 0.7333062626 0 0 0 0 0 0.2666937374 0 
